id,country,c3,c2,year,gini_reported,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey
4296,Germany,DEU,DE,2007,31.33,8.34,12.88,16.76,22.09,39.93,3.39,4.95,5.98,6.9,7.85,8.91,10.16,11.93,14.69,25.24,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19076.04,15987.6,US$2011PPP,Year,0.7306375,19076,15988,40932,81344457,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4297,Germany,DEU,DE,2008,31,8.39,12.86,16.84,22.29,39.63,3.36,5.03,5.99,6.87,7.88,8.96,10.29,12,14.81,24.82,1.35,15.57,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15016,12542,Euro,Year,0.682674711239873,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4298,Germany,DEU,DE,2008,28.9,8.65,13.66,17.5,22.42,37.77,3.42,5.23,6.36,7.3,8.18,9.32,10.47,11.95,14.29,23.48,1.37,14.65,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22562,19703,Euro,Year,0.682674711239873,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4299,Germany,DEU,DE,2008,35.9,7.07,11.7,15.76,21.98,43.49,2.73,4.34,5.38,6.32,7.31,8.45,9.96,12.02,15.58,27.91,1.06,17.75,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,20284,15975,Euro,Year,0.682674711239873,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4300,Germany,DEU,DE,2008,34.4,7.02,12.01,16.65,22.85,41.47,2.7,4.32,5.47,6.54,7.64,9.01,10.47,12.38,15.12,26.35,1.06,16.71,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30591,25398,Euro,Year,0.682674711239873,,,41484,81130944,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4301,Germany,DEU,DE,2008,30.2,8.1,13.6,17.4,22.3,38.6,3,5.1,6.3,7.2,8.2,9.2,10.4,11.9,14.3,24.3,1.1,15.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21086,18309,Euro,Year,0.682674711239873,,,41484,81130944,New 2018,High,13,Eurostat,Eurostat 2018,,
4302,Germany,DEU,DE,2008,28.5,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22099,19419,"Local currency units, at current prices",Year,0.682674711239873,,,41484,81130944,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4303,Germany,DEU,DE,2008,34,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.682674711239873,,,41484,81130944,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4304,Germany,DEU,DE,2008,49.4,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.682674711239873,,,41484,81130944,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4305,Germany,DEU,DE,2009,30.5,8.31,13.07,17.03,22.57,39.01,3.3,5.01,6.04,7.03,7.99,9.04,10.38,12.19,14.83,24.18,1.33,15.01,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15074,12834,Euro,Year,0.719843359785615,,,39233,80965612,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4306,Germany,DEU,DE,2009,28.5,8.62,13.65,17.8,22.7,37.23,3.43,5.19,6.31,7.34,8.35,9.45,10.56,12.14,14.37,22.86,1.37,14.02,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22602,20122,Euro,Year,0.719843359785615,,,39233,80965612,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4307,Germany,DEU,DE,2009,35.2,7.03,11.89,16.11,22.31,42.64,2.7,4.33,5.45,6.44,7.47,8.64,10.1,12.21,15.65,26.99,1.06,16.94,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,20303,16228,Euro,Year,0.719843359785615,,,39233,80965612,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4308,Germany,DEU,DE,2009,33.9,7.07,12.05,16.88,23,41,2.74,4.33,5.45,6.6,7.76,9.12,10.59,12.41,15.4,25.6,1.09,15.9,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,30588,25698,Euro,Year,0.719843359785615,,,39233,80965612,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4309,Germany,DEU,DE,2009,29.1,8.4,13.7,17.6,22.5,37.8,3.3,5.2,6.4,7.3,8.3,9.3,10.5,12,14.4,23.4,1.2,14.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21223,18586,Euro,Year,0.719843359785615,,,39233,80965612,New 2018,High,13,Eurostat,Eurostat 2018,,
4310,Germany,DEU,DE,2009,28.8,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22828,20123,"Local currency units, at current prices",Year,0.719843359785615,,,39233,80965612,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4311,Germany,DEU,DE,2009,49.3,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719843359785615,,,39233,80965612,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4312,Germany,DEU,DE,2010,30.3,8.34,13.11,17.08,22.61,38.85,3.34,5,6.07,7.04,8,9.08,10.43,12.18,14.82,24.03,1.33,14.76,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15283,13018,Euro,Year,0.755044951989835,,,40870,80894785,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4313,Germany,DEU,DE,2010,28.7,8.59,13.56,17.75,22.82,37.29,3.4,5.19,6.29,7.27,8.31,9.44,10.69,12.13,14.47,22.82,1.33,13.89,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23034,20428,Euro,Year,0.755044951989835,,,40870,80894785,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4314,Germany,DEU,DE,2010,35,7.1,11.89,16.09,22.47,42.44,2.76,4.34,5.42,6.47,7.51,8.58,10.21,12.26,15.58,26.86,1.1,16.73,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,20641,16650,Euro,Year,0.755044951989835,,,40870,80894785,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4315,Germany,DEU,DE,2010,33.9,7.06,11.98,16.81,23.15,40.99,2.75,4.31,5.42,6.56,7.74,9.07,10.64,12.51,15.49,25.5,1.09,15.77,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,31256,26164,Euro,Year,0.755044951989835,,,40870,80894785,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4316,Germany,DEU,DE,2010,29.3,8.4,13.6,17.6,22.5,37.9,3.3,5.2,6.3,7.3,8.3,9.3,10.5,12,14.4,23.4,1.3,14.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21470,18797,Euro,Year,0.755044951989835,,,40870,80894785,New 2018,High,13,Eurostat,Eurostat 2018,,
4317,Germany,DEU,DE,2010,28.6,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23322,20535,"Local currency units, at current prices",Year,0.755044951989835,,,40870,80894785,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4318,Germany,DEU,DE,2010,49.2,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.755044951989835,,,40870,80894785,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. Income definition until 2011,
4319,Germany,DEU,DE,2010,30.25,8.41,13.11,17.1,22.58,38.8,3.4,5.01,6.07,7.04,8.01,9.09,10.42,12.16,14.82,23.98,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19092.84,16285.56,US$2011PPP,Year,0.755044951989835,19093,16286,40870,80894785,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4320,Germany,DEU,DE,2011,30.6,8.41,13.02,16.97,22.42,39.18,3.4,5.01,6.04,6.98,7.96,9.01,10.32,12.1,14.8,24.38,1.38,15.04,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15665,13258,Euro,Year,0.719355253609154,,,42345,80933980,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4321,Germany,DEU,DE,2011,28.7,8.7,13.63,17.51,22.66,37.5,3.47,5.23,6.35,7.28,8.21,9.3,10.55,12.11,14.39,23.11,1.38,14.16,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23536,20528,Euro,Year,0.719355253609154,,,42345,80933980,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4322,Germany,DEU,DE,2011,35.5,7.1,11.74,15.88,22.3,42.98,2.77,4.33,5.39,6.35,7.34,8.54,10.09,12.21,15.68,27.3,1.1,17.17,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21312,16865,Euro,Year,0.719355253609154,,,42345,80933980,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4323,Germany,DEU,DE,2011,34.3,7.08,11.95,16.6,23,41.38,2.75,4.33,5.42,6.53,7.65,8.95,10.51,12.49,15.44,25.94,1.08,16.24,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,32167,26512,Euro,Year,0.719355253609154,,,42345,80933980,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4324,Germany,DEU,DE,2011,29,8.4,13.7,17.7,22.9,37.4,3.2,5.2,6.3,7.3,8.3,9.4,10.7,12.2,14.5,22.9,1.2,14.1,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21549,19043,Euro,Year,0.719355253609154,,,42345,80933980,New 2018,High,13,Eurostat,Eurostat 2018,,
4325,Germany,DEU,DE,2011,29.1,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23093,20025,"Local currency units, at current prices",Year,0.719355253609154,,,42345,80933980,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4326,Germany,DEU,DE,2011,34.8,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719355253609154,,,42345,80933980,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4327,Germany,DEU,DE,2011,50.5,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.719355253609154,,,42345,80933980,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4328,Germany,DEU,DE,2011,30.48,8.46,13.03,16.98,22.41,39.14,3.45,5.01,6.05,6.98,7.97,9.01,10.32,12.09,14.82,24.32,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19169.76,16239.96,US$2011PPP,Year,0.719355253609154,19170,16240,42345,80933980,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4329,Germany,DEU,DE,2012,30.9,8.12,12.97,17,22.66,39.24,3.22,4.9,6,6.97,7.98,9.02,10.45,12.21,14.9,24.34,1.29,14.93,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,15820,13444,Euro,Year,0.778293601412852,,,42484,81066228,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4330,Germany,DEU,DE,2012,29,8.54,13.56,17.56,22.73,37.61,3.38,5.16,6.29,7.27,8.25,9.31,10.61,12.12,14.49,23.12,1.35,14.16,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23675,20745,Euro,Year,0.778293601412852,,,42484,81066228,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4331,Germany,DEU,DE,2012,35.8,6.85,11.68,15.98,22.44,43.05,2.62,4.23,5.34,6.34,7.37,8.61,10.13,12.31,15.73,27.32,1.02,17.09,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,21450,17163,Euro,Year,0.778293601412852,,,42484,81066228,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4332,Germany,DEU,DE,2012,34.6,6.92,11.88,16.62,23.01,41.56,2.66,4.26,5.41,6.47,7.64,8.98,10.5,12.51,15.44,26.12,1.05,16.3,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,32264,26570,Euro,Year,0.778293601412852,,,42484,81066228,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4333,Germany,DEU,DE,2012,28.3,8.6,13.7,17.8,22.9,36.9,3.4,5.2,6.4,7.4,8.4,9.5,10.7,12.2,14.5,22.4,1.4,13.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22022,19595,Euro,Year,0.778293601412852,,,42484,81066228,New 2018,High,13,Eurostat,Eurostat 2018,,
4334,Germany,DEU,DE,2012,28.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24113,20857,"Local currency units, at current prices",Year,0.778293601412852,,,42484,81066228,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4335,Germany,DEU,DE,2012,34.5,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.778293601412852,,,42484,81066228,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4336,Germany,DEU,DE,2012,50.1,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.778293601412852,,,42484,81066228,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4337,Germany,DEU,DE,2013,31.2,8.14,12.9,16.97,22.46,39.55,3.25,4.89,5.96,6.94,7.95,9.02,10.32,12.14,14.86,24.69,1.3,15.38,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16251,13753,Euro,Year,0.75315918184727,,,42587,81265139,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4338,Germany,DEU,DE,2013,29.2,8.54,13.44,17.5,22.67,37.84,3.41,5.13,6.22,7.22,8.2,9.3,10.56,12.11,14.42,23.42,1.37,14.53,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24283,21176,Euro,Year,0.75315918184727,,,42587,81265139,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4339,Germany,DEU,DE,2013,36.2,6.81,11.63,15.85,22.23,43.48,2.62,4.19,5.3,6.33,7.29,8.56,10.05,12.18,15.78,27.7,1.03,17.49,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22013,17432,Euro,Year,0.75315918184727,,,42587,81265139,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4340,Germany,DEU,DE,2013,35,6.9,11.72,16.52,22.96,41.9,2.69,4.21,5.33,6.39,7.61,8.91,10.49,12.47,15.5,26.4,1.07,16.56,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33054,27134,Euro,Year,0.75315918184727,,,42587,81265139,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4341,Germany,DEU,DE,2013,29.7,8.3,13.5,17.5,22.6,38.2,3.2,5.1,6.3,7.2,8.2,9.3,10.5,12.1,14.4,23.7,1.2,14.9,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22471,19582,Euro,Year,0.75315918184727,,,42587,81265139,New 2018,High,13,Eurostat,Eurostat 2018,,
4342,Germany,DEU,DE,2013,29.2,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24335,21132,"Local currency units, at current prices",Year,0.75315918184727,,,42587,81265139,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4343,Germany,DEU,DE,2013,34.9,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.75315918184727,,,42587,81265139,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4344,Germany,DEU,DE,2013,50.8,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.75315918184727,,,42587,81265139,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4345,Germany,DEU,DE,2013,31.15,8.18,12.89,16.96,22.45,39.51,3.28,4.9,5.95,6.94,7.94,9.02,10.33,12.12,14.89,24.62,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19200.48,16282.92,US$2011PPP,Year,0.75315918184727,19200,16283,42587,81265139,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4346,Germany,DEU,DE,2014,31,7.99,13.03,17.1,22.73,39.16,3.1,4.89,6.01,7.02,7.98,9.12,10.48,12.25,14.98,24.18,1.21,14.78,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16419,13980,Euro,Year,0.753730736717402,,,43290,81489660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4347,Germany,DEU,DE,2014,29.1,8.37,13.56,17.62,22.88,37.56,3.24,5.13,6.27,7.29,8.29,9.33,10.65,12.23,14.69,22.87,1.23,13.84,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24466,21471,Euro,Year,0.753730736717402,,,43290,81489660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4348,Germany,DEU,DE,2014,35.6,6.74,11.81,16.13,22.53,42.8,2.54,4.2,5.39,6.42,7.46,8.67,10.2,12.33,15.86,26.94,0.96,16.67,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22199,17804,Euro,Year,0.753730736717402,,,43290,81489660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4349,Germany,DEU,DE,2014,34.4,6.84,11.87,16.69,23.28,41.32,2.59,4.25,5.38,6.49,7.68,9.01,10.62,12.66,15.79,25.53,0.98,15.6,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,33253,27766,Euro,Year,0.753730736717402,,,43290,81489660,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4350,Germany,DEU,DE,2014,30.7,7.5,13.5,17.6,23,38.3,2.4,5,6.3,7.3,8.3,9.4,10.7,12.3,14.7,23.6,0.9,14.7,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22537,19733,Euro,Year,0.753730736717402,,,43290,81489660,New 2018,High,13,Eurostat,Eurostat 2018,,
4351,Germany,DEU,DE,2014,28.9,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24591,21607,"Local currency units, at current prices",Year,0.753730736717402,,,43290,81489660,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4352,Germany,DEU,DE,2014,34.4,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730736717402,,,43290,81489660,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4353,Germany,DEU,DE,2014,50,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,0.753730736717402,,,43290,81489660,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,
4354,Germany,DEU,DE,2015,31.8,7.79,12.86,16.98,22.61,39.76,3.02,4.77,5.93,6.93,7.95,9.03,10.43,12.18,14.88,24.88,1.18,15.68,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,16837,14240,Euro,Year,0.901658961641278,,,43927,81707789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4355,Germany,DEU,DE,2015,29.6,8.27,13.43,17.6,22.67,38.03,3.23,5.04,6.2,7.23,8.25,9.35,10.56,12.11,14.47,23.56,1.27,14.71,Income (net),"Income, net",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,25118,22002,Euro,Year,0.901658961641278,,,43927,81707789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4356,Germany,DEU,DE,2015,36.7,6.5,11.58,15.93,22.41,43.56,2.43,4.07,5.27,6.31,7.36,8.57,10.15,12.26,15.59,27.97,0.93,17.96,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,22928,18095,Euro,Year,0.901658961641278,,,43927,81707789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4357,Germany,DEU,DE,2015,35.3,6.68,11.7,16.64,23.01,41.98,2.56,4.12,5.28,6.42,7.62,9.02,10.57,12.44,15.46,26.52,0.99,16.87,Income (gross),"Income, gross",Equivalized,Equivalized,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,34355,28515,Euro,Year,0.901658961641278,,,43927,81707789,New 2018,High,13,Luxembourg Income Study,LIS 2018,,
4358,Germany,DEU,DE,2015,30.1,7.9,13.5,17.6,22.8,38.1,2.9,5,6.2,7.3,8.3,9.4,10.6,12.2,14.6,23.6,1.1,14.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,23499,20668,Euro,Year,0.901658961641278,,,43927,81707789,New 2018,High,13,Eurostat,Eurostat 2018,,
4359,Germany,DEU,DE,2015,31.74,7.83,12.87,16.99,22.6,39.71,3.06,4.77,5.93,6.94,7.95,9.04,10.42,12.18,14.87,24.84,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,19665.6,16672.08,US$2011PPP,Year,0.901658961641278,19666,16672,43927,81707789,New 2018,Average,11,World Bank,World Bank 2018,PovcalNet,
4360,Germany,DEU,DE,2016,29.5,8.2,13.5,17.7,22.8,37.8,3.1,5.1,6.3,7.3,8.3,9.4,10.6,12.2,14.5,23.3,1.1,14.4,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Western Europe,Europe and Central Asia,EU,OECD,High income,24020,21275,Euro,Year,0.904035127950359,,,44667,81914672,New 2018,High,13,Eurostat,Eurostat 2018,,
4361,Ghana,GHA,GH,1988,47.5,3.33,7.92,12.77,20.2,55.78,1.04,2.3,3.43,4.49,5.69,7.07,8.89,11.31,16.09,39.69,,,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Western Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,4357,,Ghanaian cedi,Year,0.0202237045250896,,,,13481406,,Low,13,World Bank,"Deininger and Squire, World Bank 2004",World Bank. Compilation,Ghana Living Standards Survey 1
